estimated_loc,complexity_score,timeline_days,team_size_required,domain_category,technical_risk_level,integration_count,seniority_required,regulatory_compliance,testing_coverage_pct,documentation_level,performance_tier,security_criticality,budget_pressure,maintainability_req,target_team_label,profit_margin_pct
4690,Medium,105,4,Data,Critical,4,Senior,1,83.3,Standard,Standard,Medium,Flexible,Low,Human,31.26
12252,Medium,118,2,Web,Low,5,Junior,0,63.9,Minimal,Standard,High,Tight,Medium,Hybrid,58.73
25458,High,160,5,Data,Critical,9,Architect,1,58.2,Standard,Standard,Medium,Flexible,Low,Human,18.3
2042,Low,27,1,Data,High,3,Architect,1,39.7,Standard,Standard,Low,Flexible,High,Human,37.59
9279,Medium,133,7,Mobile,High,7,Mid,1,78.0,Standard,Real-time,Critical,Flexible,High,Human,29.34
11107,Medium,74,5,Infrastructure,Low,2,Junior,1,71.2,Standard,High,Low,Moderate,Medium,Hybrid,52.2
52691,Medium,76,1,Data,Low,0,Mid,0,76.4,Minimal,High,High,Flexible,Medium,Hybrid,44.25
45829,High,189,8,Data,High,7,Mid,1,80.8,Minimal,High,Medium,Flexible,High,Human,31.71
11895,Medium,73,6,Data,Critical,13,Architect,1,62.1,Standard,Standard,Medium,Flexible,Medium,Human,23.43
32916,Medium,74,4,Data,High,8,Mid,0,53.3,Minimal,Real-time,High,Flexible,High,Human,38.64
13535,Medium,72,4,Data,Medium,5,Mid,1,84.6,Minimal,High,High,Tight,High,Hybrid,41.36
30085,Medium,86,2,Web,Medium,2,Architect,0,49.4,Minimal,Standard,Low,Tight,High,Hybrid,38.3
11746,Medium,92,4,Web,Medium,6,Mid,0,37.6,Minimal,Real-time,Low,Flexible,Medium,Hybrid,47.63
4982,Low,29,3,Mobile,High,5,Senior,1,79.3,Standard,Standard,Low,Moderate,High,Human,39.82
2753,Low,25,3,Infrastructure,High,4,Mid,0,31.9,Standard,High,High,Tight,High,Human,51.03
36533,High,150,7,Data,Medium,3,Mid,0,62.7,Minimal,High,Low,Flexible,Medium,Hybrid,37.77
13479,High,152,7,Data,Low,1,Senior,0,56.2,Comprehensive,Standard,Low,Moderate,Medium,Hybrid,36.5
2799,Low,42,4,Web,Low,2,Junior,0,38.8,Standard,Standard,Low,Flexible,Low,AI,60.36
2535,Low,29,1,Infrastructure,Medium,6,Mid,0,67.5,Standard,Standard,High,Tight,Low,Hybrid,53.55
16722,Medium,105,7,Data,Medium,3,Mid,0,44.2,Standard,Real-time,High,Flexible,Low,Hybrid,38.16
127363,High,164,10,Web,Medium,4,Junior,1,67.3,Standard,Standard,Medium,Flexible,Low,Human,38.6
5659,Medium,64,6,Mobile,Low,2,Junior,1,89.3,Minimal,Real-time,High,Moderate,Low,Hybrid,49.35
11766,Medium,92,4,Data,Medium,7,Senior,0,39.5,Comprehensive,Standard,Low,Tight,Medium,Hybrid,42.38
12143,Medium,112,3,Infrastructure,High,5,Senior,1,80.6,Comprehensive,Standard,Medium,Moderate,High,Human,30.25
2690,Low,29,2,Data,Critical,9,Junior,1,67.6,Standard,Standard,High,Moderate,Medium,Human,50.96
11085,Medium,114,3,Data,Medium,4,Architect,1,63.0,Standard,High,Low,Moderate,High,Hybrid,28.01
18835,Medium,57,3,Web,Low,0,Senior,1,71.7,Comprehensive,Standard,Medium,Moderate,Low,Hybrid,38.78
83766,High,88,7,Data,Medium,3,Architect,0,37.0,Comprehensive,Standard,High,Moderate,Medium,Hybrid,24.19
22008,High,113,7,Infrastructure,High,3,Junior,0,77.4,Minimal,Standard,Low,Tight,Low,Hybrid,51.41
2672,Low,30,2,Infrastructure,High,10,Mid,0,30.3,Comprehensive,Standard,Low,Flexible,High,Hybrid,48.27
9629,Medium,63,3,Mobile,Medium,0,Mid,0,63.2,Standard,Standard,High,Flexible,Medium,Hybrid,45.81
24816,High,136,7,Web,High,7,Senior,0,94.7,Standard,Real-time,Medium,Moderate,High,Hybrid,25.74
2512,Low,14,2,Data,Low,3,Senior,1,64.6,Standard,Real-time,Critical,Flexible,Medium,Human,34.81
816,Low,9,1,Data,Critical,6,Architect,1,31.6,Standard,Standard,High,Moderate,High,Human,33.24
1877,Low,29,4,Web,Low,3,Junior,0,60.4,Standard,Standard,Low,Tight,Low,AI,64.1
14977,Medium,98,3,Infrastructure,Low,2,Senior,0,92.6,Minimal,High,Low,Tight,Low,Hybrid,46.43
5562,Medium,102,4,Data,Medium,4,Mid,1,62.0,Minimal,High,High,Moderate,Medium,Hybrid,41.64
1595,Low,26,3,Web,High,5,Senior,0,43.3,Standard,Real-time,Low,Moderate,Low,Hybrid,43.46
3359,Low,55,3,Security,Critical,4,Senior,1,44.9,Comprehensive,High,Low,Tight,Medium,Human,40.22
17234,Medium,117,5,Web,High,4,Senior,0,64.1,Minimal,High,Medium,Tight,High,Hybrid,40.7
12400,Medium,119,2,Data,Medium,2,Mid,1,62.1,Minimal,Standard,High,Moderate,Medium,Hybrid,46.57
49783,High,139,9,Infrastructure,High,4,Architect,1,79.8,Standard,Standard,Critical,Tight,Medium,Human,20.33
107969,High,160,11,Security,Low,4,Senior,0,82.8,Standard,Standard,High,Flexible,High,Human,26.71
59372,High,133,4,Data,Medium,6,Mid,0,98.0,Comprehensive,Standard,Low,Flexible,Medium,Hybrid,36.24
920,Low,25,4,Mobile,Low,1,Senior,0,28.6,Standard,Real-time,Medium,Moderate,Medium,AI,42.21
3401,Low,22,6,Data,Low,5,Mid,1,26.4,Standard,Real-time,Low,Moderate,Low,Hybrid,50.76
75494,High,140,11,Data,Medium,7,Mid,0,54.9,Standard,High,Medium,Moderate,High,Human,31.13
7257,Medium,88,5,Web,Medium,0,Mid,0,79.1,Minimal,Standard,Critical,Tight,High,Human,43.27
3330,Low,45,3,Security,High,7,Mid,1,54.2,Standard,Standard,High,Flexible,Medium,Human,43.28
1941,Low,21,1,Security,Low,1,Senior,0,51.9,Standard,High,High,Flexible,Low,Hybrid,44.97
1097,Low,28,1,Security,Low,2,Mid,0,61.7,Standard,Standard,Medium,Tight,Medium,AI,57.57
120868,High,133,7,Mobile,Medium,6,Mid,0,79.6,Standard,High,Medium,Flexible,High,Human,35.52
14913,Medium,90,3,Data,Critical,10,Junior,1,76.2,Standard,Real-time,High,Moderate,Low,Hybrid,43.14
1392,Low,22,4,Mobile,High,5,Junior,0,43.8,Standard,Standard,Low,Moderate,High,Hybrid,58.01
38980,High,141,7,Web,High,6,Junior,0,90.7,Comprehensive,High,Medium,Tight,Low,Hybrid,45.43
15890,Medium,106,6,Security,Critical,12,Junior,1,57.1,Standard,Standard,High,Moderate,High,Human,44.64
51930,High,163,8,Infrastructure,Low,2,Architect,0,92.4,Minimal,Real-time,High,Tight,Medium,Hybrid,27.02
53621,High,138,6,Infrastructure,Medium,5,Mid,1,54.0,Comprehensive,High,Medium,Tight,Medium,Hybrid,34.76
8741,Medium,85,1,Infrastructure,Low,4,Senior,0,36.6,Comprehensive,High,High,Flexible,Medium,Hybrid,35.29
34350,High,122,7,Data,High,7,Junior,1,98.0,Minimal,High,Low,Moderate,Medium,Human,40.08
1408,Low,40,1,Security,Medium,6,Senior,0,33.4,Minimal,Real-time,Critical,Tight,Medium,Human,45.86
11231,Medium,57,2,Web,High,4,Mid,1,48.4,Standard,High,Low,Moderate,Medium,Human,41.75
1429,Low,7,1,Mobile,High,11,Senior,1,51.9,Standard,High,Medium,Tight,Low,Human,43.54
13596,Medium,110,7,Data,High,8,Senior,1,61.1,Standard,Standard,High,Moderate,Low,Human,32.86
13779,Medium,96,4,Web,Low,0,Junior,0,50.5,Comprehensive,Real-time,Medium,Tight,Medium,Hybrid,49.94
1558,Low,23,1,Data,Medium,4,Mid,0,50.8,Standard,Real-time,Medium,Tight,Low,AI,52.67
912,Low,7,2,Infrastructure,High,5,Senior,0,39.0,Comprehensive,Real-time,Medium,Flexible,Medium,Hybrid,37.44
12836,Medium,118,3,Infrastructure,Low,1,Senior,0,54.7,Standard,High,Medium,Moderate,Medium,Hybrid,40.81
31064,High,160,8,Security,Medium,3,Junior,1,66.7,Minimal,Standard,Critical,Tight,High,Human,42.05
6688,Medium,103,6,Web,Medium,5,Junior,0,72.8,Standard,High,High,Flexible,Medium,Hybrid,45.8
1698,Low,31,1,Web,Medium,4,Mid,0,59.5,Standard,High,High,Flexible,High,Hybrid,46.04
24146,Medium,98,4,Data,Medium,3,Senior,1,72.6,Standard,High,High,Moderate,Medium,Hybrid,30.88
27168,Medium,109,4,Data,Critical,9,Junior,1,49.9,Standard,Real-time,Medium,Moderate,Low,Human,43.45
36571,High,151,5,Web,Medium,1,Architect,1,69.4,Comprehensive,Standard,High,Flexible,Low,Human,18.69
14721,High,138,8,Data,Critical,10,Senior,0,81.6,Standard,Real-time,High,Tight,Medium,Human,25.49
5795,Medium,80,3,Security,Medium,7,Senior,0,66.7,Standard,Real-time,Low,Moderate,High,Hybrid,37.92
65755,High,148,8,Mobile,Critical,12,Mid,1,62.8,Minimal,Standard,Medium,Tight,Medium,Human,36.67
4911,Low,10,2,Web,Low,4,Mid,0,58.8,Comprehensive,Standard,High,Tight,Medium,AI,54.38
1071,Low,63,1,Web,High,7,Senior,0,63.3,Comprehensive,High,Critical,Moderate,High,Human,36.43
79683,High,140,5,Data,Low,3,Junior,0,96.5,Standard,Real-time,High,Moderate,Medium,Human,40.48
12391,Medium,127,3,Data,High,6,Senior,1,56.6,Comprehensive,High,Medium,Moderate,Medium,Human,33.92
5773,Low,8,1,Data,Medium,3,Mid,0,85.0,Standard,High,Low,Moderate,High,AI,52.35
7559,Medium,81,1,Infrastructure,High,4,Senior,1,54.4,Comprehensive,High,Low,Moderate,High,Human,32.71
20198,Medium,137,4,Security,High,5,Senior,1,47.9,Comprehensive,Standard,Low,Tight,Medium,Human,37.75
4710,Medium,79,3,Web,Critical,10,Senior,1,51.2,Comprehensive,Standard,Medium,Moderate,Low,Human,34.6
2008,Low,51,1,Web,High,6,Junior,0,65.6,Standard,Standard,Low,Flexible,Low,AI,61.08
6555,Medium,87,6,Data,Low,3,Senior,0,60.1,Minimal,High,High,Tight,High,Hybrid,41.51
33811,High,120,8,Security,Low,1,Architect,1,67.4,Minimal,Standard,Medium,Moderate,Low,Human,29.03
759,Low,31,3,Web,High,4,Senior,0,55.7,Minimal,Standard,Low,Moderate,Medium,Hybrid,46.73
7249,Medium,76,7,Web,High,4,Senior,0,80.6,Standard,Standard,Medium,Flexible,Medium,Hybrid,33.65
125348,High,187,7,Web,High,6,Senior,0,82.9,Standard,High,Low,Tight,Medium,Human,31.94
9517,Medium,80,3,Security,Medium,4,Senior,1,88.3,Standard,Standard,Medium,Flexible,Medium,Hybrid,34.55
1591,Low,58,1,Security,Medium,3,Junior,0,66.7,Standard,Standard,Medium,Tight,Medium,AI,65.26
56324,High,139,7,Security,High,2,Senior,1,79.1,Standard,Real-time,High,Tight,High,Human,24.82
7009,Medium,88,9,Infrastructure,Low,1,Mid,1,71.1,Minimal,High,Low,Flexible,Medium,Hybrid,41.07
167752,High,153,8,Infrastructure,Critical,7,Architect,0,64.1,Standard,Standard,High,Flexible,Low,Human,16.22
5017,Low,60,3,Infrastructure,Medium,6,Junior,0,66.8,Minimal,High,Low,Tight,Low,AI,66.71
13552,Medium,72,5,Web,Low,2,Junior,0,70.9,Comprehensive,Standard,Critical,Moderate,Medium,Human,49.55
1003,Low,24,5,Data,Medium,3,Mid,1,80.4,Standard,Real-time,Medium,Moderate,High,Hybrid,45.13
5380,Medium,92,3,Web,Medium,4,Junior,0,51.3,Minimal,Real-time,Medium,Moderate,High,Hybrid,51.69
75361,High,120,6,Web,Low,3,Senior,1,70.3,Minimal,High,Low,Tight,Medium,Human,36.56
1478,Low,7,3,Data,Low,0,Mid,1,46.6,Standard,Real-time,High,Tight,Medium,AI,48.63
12369,Medium,96,2,Data,Medium,1,Mid,1,79.6,Standard,High,High,Moderate,High,Hybrid,40.57
1700,Low,54,1,Security,High,3,Senior,1,51.9,Standard,Standard,High,Moderate,Medium,Human,39.33
4825,Medium,92,4,Security,Medium,1,Architect,1,60.6,Standard,High,Low,Moderate,Medium,Hybrid,30.4
58981,High,157,5,Infrastructure,Medium,0,Mid,0,71.6,Comprehensive,High,Low,Flexible,Medium,AI,35.05
638,Low,45,3,Security,High,7,Senior,1,75.0,Minimal,Standard,High,Tight,Low,Human,40.02
31054,Medium,58,3,Web,Low,2,Senior,0,61.3,Standard,High,High,Flexible,High,Hybrid,34.54
9074,Medium,67,6,Data,High,10,Senior,1,46.3,Comprehensive,Standard,Medium,Tight,High,Human,32.2
3120,Low,30,1,Web,Critical,6,Mid,0,34.4,Standard,High,High,Tight,Low,Human,50.76
3432,Low,7,2,Infrastructure,High,8,Junior,0,51.5,Minimal,Standard,High,Flexible,High,Human,54.66
8786,Medium,108,3,Mobile,High,7,Architect,1,52.9,Standard,Standard,High,Moderate,Medium,Human,29.98
7536,Medium,93,3,Infrastructure,Low,3,Senior,1,71.9,Standard,Standard,Critical,Tight,Medium,Human,38.51
3297,Low,7,1,Infrastructure,Medium,4,Mid,0,34.7,Standard,High,Critical,Tight,High,Human,51.41
11738,Medium,114,5,Data,High,5,Mid,1,85.8,Comprehensive,Standard,High,Tight,Low,Human,41.0
91781,High,145,7,Security,High,7,Senior,0,58.3,Comprehensive,Standard,Medium,Moderate,Medium,Human,29.84
14657,Medium,95,5,Mobile,High,8,Mid,0,80.0,Standard,High,Medium,Tight,Medium,Hybrid,44.89
11878,Medium,91,5,Web,Low,2,Architect,0,64.4,Standard,High,Low,Flexible,Low,Hybrid,33.45
7708,Medium,101,5,Security,Critical,9,Mid,1,66.6,Standard,High,Low,Flexible,Medium,Human,37.84
124526,High,170,9,Security,High,5,Senior,1,86.0,Standard,Standard,High,Tight,High,Human,21.97
36853,High,175,9,Infrastructure,High,5,Mid,0,78.2,Minimal,Standard,High,Flexible,Low,Human,38.15
11974,Medium,71,5,Data,Medium,2,Mid,0,74.6,Standard,Standard,Medium,Flexible,Low,Hybrid,46.6
19736,Medium,67,3,Data,Critical,4,Senior,1,48.1,Standard,High,Critical,Moderate,High,Human,28.6
1224,Low,38,2,Security,High,4,Senior,1,56.0,Comprehensive,Standard,Medium,Moderate,High,Human,37.05
8581,Medium,82,2,Infrastructure,Critical,16,Mid,0,46.3,Standard,Standard,Low,Tight,Medium,Human,49.45
25948,High,129,6,Security,High,5,Junior,1,91.1,Comprehensive,High,Medium,Tight,High,Human,38.06
12915,Medium,73,6,Mobile,High,4,Junior,1,56.3,Comprehensive,High,Medium,Tight,Low,Human,48.33
16765,Medium,89,5,Mobile,Medium,3,Mid,0,75.3,Standard,Standard,High,Flexible,Low,Hybrid,40.37
2566,Low,19,1,Mobile,Low,3,Senior,0,48.9,Standard,Real-time,Critical,Moderate,Low,Human,47.02
1487,Low,28,3,Data,Medium,5,Architect,1,66.9,Standard,Real-time,Low,Flexible,High,AI,29.17
13150,Medium,71,6,Infrastructure,High,7,Mid,0,50.2,Standard,Standard,Critical,Moderate,High,Human,39.51
7860,Medium,67,5,Security,Medium,3,Senior,0,40.3,Minimal,Standard,Medium,Moderate,High,Hybrid,37.97
10256,Medium,80,3,Web,Medium,5,Architect,0,48.8,Standard,High,Low,Flexible,Medium,Hybrid,31.52
58777,High,206,8,Web,High,5,Junior,0,72.2,Standard,High,High,Flexible,Medium,Human,37.03
16989,Medium,87,4,Infrastructure,High,5,Junior,0,76.9,Minimal,High,High,Moderate,High,Human,50.24
35596,High,131,8,Web,High,9,Senior,0,84.1,Comprehensive,High,Medium,Flexible,Medium,Hybrid,22.81
4322,Low,7,1,Data,Medium,1,Senior,0,52.0,Standard,High,Low,Flexible,High,AI,45.62
1593,Low,52,3,Web,Low,2,Architect,0,56.0,Standard,High,Medium,Tight,Medium,AI,40.9
44334,High,144,5,Infrastructure,Critical,5,Senior,0,73.7,Minimal,Standard,High,Flexible,Low,Human,28.32
43484,High,141,6,Security,High,7,Mid,0,78.0,Standard,Standard,Critical,Moderate,Low,Human,34.69
67078,High,133,8,Security,Low,4,Junior,1,68.1,Comprehensive,High,Low,Moderate,High,Human,41.75
12119,Medium,93,5,Security,High,3,Senior,0,52.7,Standard,High,High,Moderate,Low,Human,36.32
13980,Medium,64,3,Data,Medium,3,Mid,0,58.7,Minimal,High,Medium,Flexible,Low,Hybrid,47.11
13145,Medium,74,2,Mobile,High,7,Architect,1,47.9,Standard,High,Low,Flexible,Medium,Human,27.55
3075,Low,22,6,Data,Medium,7,Mid,1,51.9,Standard,Standard,High,Tight,Medium,Hybrid,49.78
15372,Medium,109,5,Web,Medium,4,Senior,1,69.1,Minimal,High,Low,Flexible,Medium,Hybrid,34.23
31327,High,172,5,Web,High,6,Junior,0,86.8,Comprehensive,Standard,Medium,Tight,Medium,Hybrid,45.64
44499,High,164,7,Security,High,7,Mid,1,63.3,Minimal,Real-time,Critical,Flexible,Low,Human,30.93
2009,Low,57,5,Infrastructure,Medium,8,Senior,0,59.3,Standard,High,High,Flexible,Low,Hybrid,37.45
10761,Medium,81,5,Security,High,2,Architect,0,66.6,Comprehensive,Real-time,Critical,Flexible,Medium,Human,20.9
16080,High,153,7,Data,Critical,10,Mid,0,77.0,Minimal,Real-time,Medium,Tight,Medium,Human,37.9
5225,Medium,89,3,Web,High,5,Senior,1,36.0,Standard,High,Medium,Flexible,High,Human,33.77
2469,Low,13,3,Data,Low,2,Senior,0,48.5,Standard,Real-time,Medium,Moderate,High,AI,45.23
1318,Low,11,1,Data,Low,0,Mid,0,40.2,Standard,Real-time,Medium,Moderate,Medium,AI,53.67
8846,Medium,87,1,Data,Low,2,Mid,1,53.7,Standard,Standard,High,Flexible,Medium,Hybrid,43.61
8905,Medium,117,4,Web,Critical,9,Senior,0,70.3,Standard,Standard,Low,Moderate,Low,Human,37.33
32567,High,156,7,Infrastructure,High,7,Junior,0,78.2,Standard,Standard,Low,Moderate,Medium,Hybrid,44.78
8342,Medium,42,4,Mobile,Critical,7,Senior,0,78.6,Standard,Standard,Medium,Moderate,Medium,Human,33.74
41065,High,152,9,Infrastructure,High,9,Senior,1,96.4,Standard,High,High,Tight,Medium,Human,27.09
54886,High,160,9,Infrastructure,Low,2,Senior,0,69.1,Standard,Real-time,High,Tight,High,Hybrid,30.77
6005,Medium,66,4,Web,High,5,Mid,0,72.5,Standard,Standard,Critical,Tight,Medium,Human,42.39
2902,Low,7,1,Web,High,4,Senior,0,65.8,Standard,Standard,Low,Tight,High,Hybrid,48.6
122631,High,135,5,Security,Medium,1,Junior,1,70.9,Standard,Standard,Critical,Flexible,Medium,Human,39.55
12689,Medium,88,4,Security,High,9,Junior,1,86.7,Standard,High,Medium,Tight,Medium,Human,49.62
21834,Medium,85,3,Web,Low,0,Mid,1,77.8,Standard,High,High,Tight,Medium,Hybrid,43.18
2549,Low,64,3,Security,High,8,Mid,1,84.8,Comprehensive,Standard,High,Flexible,High,Human,34.91
15805,Medium,88,4,Security,Medium,5,Junior,1,76.6,Minimal,Real-time,Critical,Tight,Low,Human,49.17
14032,Medium,65,4,Data,Low,0,Mid,0,46.1,Minimal,High,Medium,Flexible,Medium,Hybrid,45.54
5229,Medium,89,6,Data,Medium,3,Senior,0,64.1,Comprehensive,Standard,Medium,Moderate,Low,Hybrid,39.04
18007,Medium,85,5,Web,Low,1,Senior,0,41.0,Comprehensive,Real-time,Low,Tight,Medium,Hybrid,42.25
101088,High,156,10,Web,Medium,3,Junior,0,77.7,Minimal,High,Medium,Moderate,High,Human,44.99
1690,Low,18,1,Mobile,Critical,8,Mid,1,61.4,Standard,High,Medium,Tight,Low,Human,51.6
43670,High,154,8,Web,Medium,2,Senior,0,81.1,Minimal,High,Medium,Tight,Medium,Hybrid,36.68
8822,Medium,132,6,Infrastructure,High,6,Senior,0,62.3,Minimal,High,Low,Moderate,High,Hybrid,40.77
25500,High,129,8,Data,Medium,4,Senior,0,88.3,Comprehensive,Standard,Low,Tight,High,Hybrid,34.86
52301,High,161,10,Mobile,Medium,6,Senior,0,68.5,Minimal,Standard,High,Tight,Low,Hybrid,36.76
59714,High,151,6,Security,Medium,2,Mid,0,70.7,Comprehensive,High,High,Moderate,Medium,Hybrid,34.45
25970,Medium,84,8,Data,Medium,2,Architect,0,61.3,Minimal,High,Medium,Tight,High,Hybrid,31.03
28235,High,145,10,Infrastructure,Low,1,Senior,0,75.4,Minimal,Real-time,Low,Flexible,Low,Hybrid,35.83
8977,Medium,92,3,Data,Medium,6,Junior,0,68.7,Standard,Real-time,Medium,Moderate,High,Hybrid,49.37
10426,Medium,72,3,Web,Critical,3,Mid,1,48.1,Standard,High,Medium,Moderate,Low,Human,42.48
5695,Medium,55,6,Web,Low,1,Junior,0,54.0,Minimal,High,Medium,Tight,Medium,Hybrid,56.75
41943,High,113,7,Web,High,8,Architect,0,78.7,Minimal,Real-time,High,Flexible,Medium,Human,19.76
1806,Low,70,4,Security,High,7,Junior,0,92.3,Minimal,Standard,High,Tight,Medium,Human,55.12
11429,Medium,98,5,Infrastructure,High,7,Senior,1,52.8,Standard,Standard,Medium,Flexible,High,Hybrid,30.44
2431,Low,35,1,Security,Low,2,Senior,0,53.3,Comprehensive,High,Low,Moderate,Low,Hybrid,48.03
1376,Low,43,1,Security,High,1,Mid,1,55.0,Minimal,Real-time,High,Flexible,Low,Human,46.15
2356,Low,53,1,Web,Critical,3,Mid,0,73.6,Standard,High,Low,Moderate,Medium,Human,51.75
5180,Low,38,1,Infrastructure,Medium,3,Junior,0,59.1,Standard,Standard,High,Tight,Low,Hybrid,60.28
63023,High,132,7,Web,Low,1,Senior,0,75.0,Minimal,Standard,Low,Flexible,High,Human,35.28
45478,High,146,7,Web,Low,3,Senior,0,77.0,Standard,Standard,Medium,Moderate,Medium,AI,35.84
1649,Low,53,1,Security,Critical,9,Senior,1,64.3,Standard,High,Medium,Moderate,Low,Human,43.16
2058,Low,24,1,Web,Low,0,Architect,0,45.1,Standard,Real-time,Medium,Tight,Low,AI,44.41
28893,High,172,7,Web,Low,2,Senior,0,68.0,Comprehensive,Standard,Medium,Flexible,Low,Hybrid,30.36
6661,Medium,89,1,Mobile,High,11,Senior,0,65.9,Standard,Real-time,Low,Moderate,Medium,Hybrid,35.74
3439,Low,17,1,Data,Medium,3,Senior,1,68.2,Comprehensive,Real-time,High,Moderate,Low,Hybrid,40.73
2535,Low,7,1,Web,Medium,1,Senior,0,56.2,Minimal,Standard,Medium,Tight,High,AI,51.94
21299,Medium,81,2,Infrastructure,Medium,1,Mid,0,74.8,Minimal,Real-time,Medium,Tight,Low,Hybrid,49.54
35632,High,133,6,Data,High,2,Senior,0,86.6,Standard,High,High,Tight,Medium,Human,27.98
7772,Medium,103,4,Data,Low,2,Mid,1,93.1,Standard,Standard,Medium,Moderate,Low,Hybrid,44.11
10365,Medium,117,5,Infrastructure,Low,0,Senior,0,61.0,Minimal,Real-time,Low,Moderate,High,Hybrid,42.0
15615,Medium,130,6,Infrastructure,Low,3,Mid,0,47.8,Standard,Standard,Low,Moderate,Low,Hybrid,50.67
20145,High,163,6,Infrastructure,Medium,5,Mid,0,43.6,Comprehensive,Real-time,Low,Moderate,Medium,Hybrid,34.38
9998,Medium,68,4,Data,Medium,3,Junior,0,81.4,Minimal,Standard,Medium,Tight,Medium,Hybrid,58.1
1731,Low,11,3,Security,Medium,3,Senior,0,52.2,Standard,Standard,Low,Moderate,Medium,Hybrid,45.73
2662,Low,25,2,Infrastructure,Low,2,Senior,0,57.2,Standard,High,Medium,Tight,Medium,AI,51.38
42792,High,129,6,Infrastructure,Low,2,Senior,0,74.9,Standard,High,High,Flexible,Medium,Hybrid,29.33
1082,Low,7,1,Infrastructure,High,7,Senior,1,73.7,Standard,High,Medium,Moderate,Low,Human,40.7
9766,Medium,88,4,Web,Medium,2,Junior,1,59.8,Comprehensive,High,High,Moderate,High,Hybrid,45.73
65822,High,134,8,Web,Critical,6,Mid,0,67.1,Minimal,High,Medium,Flexible,High,Human,32.54
7097,Medium,104,3,Infrastructure,Low,2,Senior,0,57.1,Minimal,Real-time,Medium,Moderate,Medium,Hybrid,43.44
13156,Medium,140,6,Data,Medium,4,Mid,1,56.8,Standard,High,Critical,Flexible,Medium,Human,35.3
1078,Low,22,3,Infrastructure,High,4,Architect,0,46.7,Standard,Real-time,Low,Moderate,Medium,Hybrid,37.21
2694,Low,29,1,Data,High,1,Mid,1,26.9,Standard,Standard,High,Tight,High,Human,49.6
2799,Low,16,1,Web,High,5,Junior,1,24.3,Comprehensive,High,Medium,Tight,Low,Human,56.91
21851,Medium,89,3,Data,Medium,4,Mid,0,43.4,Standard,High,Critical,Tight,Medium,Human,47.42
2097,Low,45,2,Data,Low,1,Junior,1,42.4,Standard,Standard,Low,Moderate,Medium,Hybrid,60.24
4008,Medium,97,3,Web,Low,2,Mid,0,87.5,Comprehensive,Standard,Medium,Flexible,Medium,Hybrid,44.92
18496,High,130,5,Security,Medium,2,Junior,0,71.1,Standard,High,High,Flexible,Medium,Hybrid,40.32
8138,Medium,68,5,Data,Medium,6,Senior,0,85.4,Standard,Standard,High,Tight,Medium,Hybrid,36.22
57193,High,154,8,Mobile,Low,3,Senior,0,92.2,Standard,Standard,Medium,Moderate,Medium,Hybrid,33.26
23850,High,146,7,Data,Medium,1,Mid,0,59.7,Standard,High,High,Tight,Low,Hybrid,40.87
12789,Medium,81,4,Infrastructure,Low,1,Senior,0,52.3,Comprehensive,Standard,Low,Moderate,Low,Hybrid,42.46
1274,Low,54,2,Web,Medium,8,Junior,1,66.7,Standard,High,Medium,Tight,Low,Hybrid,56.19
17257,Medium,78,4,Web,Medium,3,Mid,0,31.4,Minimal,Standard,High,Moderate,High,Hybrid,47.05
11529,Medium,124,5,Web,High,9,Senior,1,80.3,Comprehensive,Standard,Low,Moderate,Medium,Human,33.59
39643,High,193,9,Data,Medium,3,Senior,0,88.5,Standard,Standard,Medium,Flexible,Medium,Hybrid,27.21
53836,High,186,8,Data,High,5,Architect,1,80.3,Comprehensive,High,Low,Flexible,High,Human,12.77
8939,Medium,112,3,Web,Medium,8,Senior,0,83.5,Comprehensive,Standard,Medium,Tight,Medium,Hybrid,39.42
55218,High,147,4,Data,Medium,2,Mid,0,87.2,Standard,Real-time,Medium,Moderate,Medium,Hybrid,38.19
856,Low,25,1,Data,Critical,12,Architect,1,52.4,Comprehensive,Real-time,Medium,Tight,Medium,Human,31.92
3174,Low,10,1,Mobile,High,5,Architect,0,71.7,Comprehensive,High,Medium,Flexible,High,Hybrid,29.72
7366,Medium,96,8,Web,Low,8,Mid,0,62.3,Standard,High,Medium,Tight,Medium,Hybrid,47.06
1893,Low,66,1,Web,Medium,5,Senior,0,75.0,Standard,Standard,High,Moderate,Medium,Hybrid,46.16
31481,Medium,74,4,Data,High,6,Senior,1,61.4,Standard,Real-time,Medium,Tight,Medium,Human,32.22
2079,Low,34,1,Data,Low,4,Mid,1,57.9,Standard,High,Low,Moderate,High,Hybrid,51.66
11435,Medium,117,6,Web,Medium,5,Mid,0,64.5,Standard,Standard,Medium,Tight,Medium,Hybrid,49.75
1890,Low,49,2,Web,Critical,8,Junior,1,43.1,Comprehensive,Real-time,Medium,Tight,Medium,Human,49.24
15656,Medium,104,5,Security,Medium,8,Mid,0,75.6,Comprehensive,Standard,Medium,Moderate,High,Hybrid,43.71
31571,High,127,8,Mobile,Medium,9,Mid,0,89.6,Standard,Real-time,High,Flexible,Medium,Hybrid,32.93
43326,High,139,10,Web,Medium,4,Senior,0,87.1,Standard,High,High,Flexible,Medium,Hybrid,24.45
12628,Medium,99,2,Web,Medium,7,Senior,0,66.0,Comprehensive,High,High,Tight,High,Hybrid,36.1
1468,Low,56,2,Web,Low,2,Mid,0,63.7,Standard,Standard,High,Moderate,High,AI,53.95
